"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"s__Mediterraneibacter_A_155507 faecis",0,0.00100688912764798,0
"s__Mediterraneibacter_A_155507 lactaris",0,-0.00034231771924376,0
"s__Mediterraneibacter_A_155507 massiliensis",0,-0.00120449154843171,0
"s__Mediterraneibacter_A_155507 torques",0,0.00148923243587235,0
"g__Mediterraneibacter_A_155590",0,0.00535838403014139,0
"s__Mediterraneibacter_A_155590 butyricigenes",0,-0.00228980050426343,0
"s__Merdimonas faecis",0,-0.000283538950778768,0
"g__Merdisoma",0,-0.00325134400870883,0
"s__Merdisoma sp011959465",0,0.0106884952056249,0
"g__Muricomes_149725",0,-4.97766451790494e-05,0
"s__Faecalicatena fissicatena",0,0.00534280612535642,0
"s__Muricomes oroticus",0,-0.0150486710393349,0
"s__Murimonas intestini",0,0.00527144384118418,0
"g__Oliverpabstia",0,-0.00214838833159178,0
"s__Oliverpabstia faecicola",0,-0.00620216581803508,0
"g__Oribacterium",0,-0.0137478364993731,0
"s__Oribacterium parvum",0,0.030439087981749,0
"s__Oribacterium sinus",0,0.020920835830623,0
"s__Oribacterium sp000513555",0,0.00258743375355333,0
"s__Paralachnospira sp902363445",0,0.000922269803423446,0
"g__Porcincola",0,0.000242769755439026,0
"s__Porcincola intestinalis",0,0.00256004478432456,0
"s__Robinsoniella peoriensis",0,0.00506978509530776,0
"s__Roseburia hominis",0,-0.000231261746352808,0
"s__Roseburia intestinalis",0,0.00350538453889904,0
"s__Roseburia inulinivorans",0,0.00339561725994213,0
"s__RUG115 sp900066395",0,0.00254630721935778,0
"g__Ruminococcus_B",0,-0.00151159290344341,0
"s__Mediterraneibacter gnavus",0,-0.00258736086961426,0
"s__Ruminococcus_G gauvreauii",0,0.00500804048242106,0
"s__Scatomonas sp003481995",0,-0.00623589517190584,0
"g__Schaedlerella",0,-0.0204605805527211,0
"s__Mediterraneibacter glycyrrhizinilyticus",0,-0.00063772820623581,0
"s__Schaedlerella arabinosiphila",0,0.00497356475265376,0
"s__Schaedlerella glycyrrhizinilytica_A",0,0.00247538862717868,0
"s__Schaedlerella sp900066545",0,0.0145000383997658,0.0179655976732067
"g__Sellimonas",0,0.00227941049574237,0
"s__Sellimonas intestinalis",0,-0.00134852028646427,0
"g__Sporofaciens",0,0.00247165779417849,0
"s__Sporofaciens musculi",0,0.010389348649913,0
"s__Sporofaciens sp000403455",0,0.00494632002412577,0
"s__UBA3282 sp003611805",0,0.00247428954192609,0
"g__UBA3402",0,-0.00706691569310068,0
"s__UBA3402 sp003478355",0,-5.82246618977988e-05,0
"s__UBA9414 sp003458885",0,-0.00396733490832744,0
"s__UMGS1375 sp900066615",0,0.00354012570644878,0
"s__Velocimicrobium porci",0,0.00496211334195737,0
"g__Ventrimonas",0,0.00212394862705257,0
"s__Ventrimonas sp003481825",0,-0.00660750797268266,0
"s__Ventrimonas sp003611875",0,-0.00170976168507466,0
"g__Ventrisoma",0,0.00499166061479514,0
"s__Ventrisoma faecale",0,-0.000414043386701535,0
"s__VUNI01 sp009695765",0,0.00500853293946254,0
"s__Monoglobus pectinilyticus",0,0.0010089913456133,0
"o__Oscillospirales",0,0.00251153694673878,0
"f__Acutalibacteraceae",0,0.000680940445955258,0
"g__Acutalibacter",0,0.00303073755367781,0
"s__Acutalibacter timonensis",0,-0.00141198697044898,0
"s__Anaeromassilibacillus sp001305115",0,0.00345752666821422,0
"g__Caccousia",0,-0.00683876130610877,0
"s__Caccousia stercoris",0,-0.00868779153486047,0
"g__CAG-177",0,0.000337032966096193,0
"s__CAG-177 sp003538135",0,0.00255920110653223,0
"s__CAG-217 sp000436335",0,0.00268881453798197,0
"g__CAG-488",0,0.00495488227549716,0
"s__CAG-488 sp002449395",0,-0.00144751071451159,0
"s__CAG-964 sp000435335",0,0.00158623102929758,0
"g__Caproicibacterium",0,-0.0134311630463909,0
"g__Caproiciproducens",0,-0.00673993171089528,0
"s__Clostridium_A leptum",0,0.00113220228405804,0
"g__Clostridium_E",0,0.072855684841549,0.173627185520688
"g__Eubacterium_R",0,0.00157276642165066,0
"s__Eubacterium_R faecavium",0,-0.00226398021279608,0
"s__Eubacterium_R sp000436835",0,0.00321779505772712,0
"s__Eubacterium_R sp002371215",0,-0.00756803680944114,0
"s__Fimenecus sp000432435",0,-0.00563137116827148,0
"s__Fimenecus sp004555265",0,0.00504408252278586,0
"g__Hydrogeniiclostridium",0,0.000759524295036082,0
"s__Hydrogeniiclostridium mannosilyticum",0,-0.00726061015124896,0
"s__Limousia pullorum",0,0.0050554371138915,0
"g__Pseudoruminococcus_A",0,-0.000276871380683698,0
"g__RUG762",0,-0.0017454558572152,0
"g__Ruminococcus_E",0,-0.0054811667383106,0
"s__Ruminococcus_E bromii",0,-0.00403974673566743,0
"s__Ruminococcus_E bromii_B",0,-0.000451945996615061,0
"s__Ruminococcus_E sp003438075",0,0.00232185985430148,0
"s__Ruminococcus_E sp900314705",0,-0.000238033153037191,0
"s__Scatavimonas merdipullorum",0,0.00508032420531525,0
"g__Solibaculum",0,0.0167026056120164,0.054388630518508
"s__Solibaculum mannosilyticum",0,-0.0042371928022062,0
"s__UBA1417 sp003531055",0,-0.00423729069046277,0
"g__UBA5905",0,-0.00615033727108321,0
"s__UBA5905 sp002437905",0,0.00191044732691069,0
"s__UBA737 sp900547445",0,0.00195522868932485,0
"g__UMGS1071",0,0.00510755159161136,0
"s__UMGS1071 sp900548305",0,0.00775093471178672,0.00444606894796112
"f__Butyricicoccaceae",0,-0.0123081874177434,0
"g__Agathobaculum",0,0.000446795112532029,0
"s__Agathobaculum butyriciproducens",0,-0.000192323898745867,0
"s__Agathobaculum sp900291975",0,-0.003593529087007,0
"s__Butyricicoccus_A_77030 pullicaecorum",0,0.000496636117454293,0
"s__Butyricicoccus_A_77030 sp900604335",0,0.0264278847564612,0
"s__Butyricicoccus_A porcorum",0,0.00166844955124405,0
"s__Intestinibacillus massiliensis",0,0.00507857365151828,0
"g__Pseudobutyricicoccus",0,0.00506803756307253,0
"s__Pseudobutyricicoccus sp003477405",0,-0.002346981513986,0
"g__Avispirillum",0,-0.00169850618347852,0
"s__Avispirillum sp011957885",0,-0.00175312877781528,0
"g__QALR01",0,0.00836836153329988,0
"s__QALR01 sp900552255",0,-0.00319070433064141,0
"g__RUG13077",0,-0.00223962259605667,0
"s__RUG13077 sp902785485",0,0.00520368096669866,0
"g__SFLA01",0,0.0132995689072706,0.0599493930547468
"s__SFLA01 sp004553575",0,-0.00429621373041783,0
"f__Ethanoligenenaceae",0,0.0228599671780844,0
"f__Oscillospiraceae_88309",0,0.000796047776483825,0
"s__CAG-83 sp900545585",0,0.00125232782127416,0
"g__Dysosmobacter",0,0.0050126846177926,0
"s__Dysosmobacter sp000403435",0,-0.000508058957001374,0
"s__Dysosmobacter welbionis",0,0.00327514929127024,0
"g__Enterenecus",0,0.00248393355009881,0
"s__Enterenecus faecium",0,0.0049497304178179,0
"s__Enterenecus sp004560375",0,0.00196266148520629,0
"s__ER4 sp000765235",0,0.00153913500902164,0
"s__ER4 sp900317525",0,0.00530158646052024,0
"g__Evtepia",0,-0.00415046397607157,0
"s__Evtepia gabavorous",0,0.00216737097838069,0
"g__Faecousia",0,-0.0039395279084576,0
"s__Faecousia sp000434635",0,0.000577975722052359,0
"s__Intestinimonas butyriciproducens",0,-0.0111290014107035,0
"s__Intestinimonas massiliensis",0,0.00261840542107842,0
"g__Lawsonibacter",0,0.00283526423096009,0
"s__Lawsonibacter asaccharolyticus",0,0.000932474874365805,0
"s__Lawsonibacter butyricus",0,0.00483594383890171,0
"s__Lawsonibacter sp000177015",0,-0.000839760964946933,0
"s__Lawsonibacter sp000492175",0,-0.000840329642612669,0
"s__Lawsonibacter sp014287875",0,-0.00419820730983033,0
"s__Limivicinus sp002320035",0,0.000185443130877235,0
"s__Marseille-P3106 sp900169975",0,0.00495290118668737,0
"g__Onthomonas",0,-0.0059043712369102,0
"s__Pseudoflavonifractor gallinarum",0,0.00972472403979619,0
"g__UBA2658",0,0.00498481858069039,0
"s__UBA2658 sp009929315",0,0.0251744136091263,0
"g__Vescimonas",0,0.000281676934148212,0
"s__Vescimonas coprocola",0,0.00226113581442507,0
"s__Vescimonas fastidiosa",0,-0.00843927872670488,0
"g__WQUU01",0,-0.0187093553654613,0
"s__WQUU01 sp009781925",0,-0.000644794257388162,0
"g__WRMH01",0,-0.0352157851093481,-0.0229533048305703
"s__WRMH01 sp009777235",0,0.0203147082480795,0
"f__QAKW01",-0.0134139307279664,-0.0122478126168347,-0.00307396240969006
"g__QAKW01",0,0.00596101229178024,0
"s__QAKW01 sp003343605",0,-0.0130261093699382,0
"f__Ruminococcaceae",0,0.00878519663106744,0
"s__Acetanaerobacterium elongatum",0.0296833063742891,0.0577708900727189,0.106482961919277
"g__Anaerofilum_74150",0,-0.000894480192422828,0
"g__Anaerotruncus",0,0.00343592940424866,0
"s__Anaerotruncus colihominis",0,-0.00539045871670631,0
"s__Anaerotruncus massiliensis_A",0,-0.00288996127975604,0
"s__Anaerotruncus sp000403395",0,-0.000357411768410545,0
"g__Angelakisella",0,0.00501968735361716,0
"s__Angelakisella massiliensis",0,-0.0038373214073385,0
"s__Bittarella massiliensis",0,-0.0144095482004116,-0.0674891628142769
"s__CAG-353 sp900066885",0,0.0136463518933911,0
"g__Faecalibacterium",0,-0.00433758202809706,0
"s__Faecalibacterium prausnitzii_C_71351",0,-0.0109952772983734,-0.028817039172226
"s__Faecalibacterium prausnitzii_C_71358",0,0.000236140048530327,0
"s__Fimivivens sp900113995",0,0.00364212579039423,0
"s__Fournierella massiliensis",0,0.00498493599040258,0
"g__Gemmiger_A_73129",0,0.00175821111765837,0
"s__Gemmiger_A_73129 formicilis_72474",0,-0.0088984499495531,0
"s__Gemmiger_A_73129 qucibialis",0,-0.00727549706532066,-0.0262242254150364
"s__Subdoligranulum variabile",0,0.0298117734987404,0.0363207714537871
"g__Gemmiger_A_73276",0,0.00497519007162619,0
"s__Harryflintia acetispora",0,0.0448104700224286,0.03145111464612
"s__Hydrogenoanaerobacterium saccharovorans",0,-0.00960362327617348,0
"s__Marseille-P2935 sp900104565",0,-0.00443140895027403,0
"s__Massiliimalia timonensis",0,-0.0150925386163211,0
"s__Massiliimalia massiliensis",0,-0.0136984037698693,0
"g__Massilioclostridium",0,0.00580371781062436,0
"s__Massilioclostridium coli",0,0.00749809727294069,0
"s__Negativibacillus massiliensis",0,0.00114487122023667,0
"s__Neobittarella massiliensis",0,-0.00392496323908545,0
"s__Paludicola psychrotolerans",0,-0.00101516055156402,0
"g__Phocea",0,-0.0049961655812252,0
"s__Phocea massiliensis",0,-0.00250731112722341,0
"g__Pygmaiobacter",0,0.00761144973573288,0
"g__QAMM01",0,0.000105338512848669,0
"s__QAMM01 sp900552945",0,0.00789011621340054,0
"s__Ruminiclostridium_E siraeum",0,-0.00102425181282712,0
"g__Ruminococcus_C_58660",0,0.00132279347535364,0
"s__Ruminococcus_C_58660 callidus",0,-0.000801839491914959,0
"s__Ruminococcus_C_58660 sp000433635",0,-0.00143049350411308,0
"g__Ruminococcus_C_59129",0,0.00649063850342106,0
"s__Ruminococcus_D bicirculans",0,0.00306756268996294,0
"s__Ruminococcus_D sp900604945",0,0.00246904948717234,0
"s__Ruminococcus_F champanellensis",0,0.00892216340054069,0
"g__Ruthenibacterium",0,-0.00685277395509339,0
"s__Ruthenibacterium lactatiformans",0,-0.00117592073174155,0
"g__Soleaferrea",0,-0.000857069153600623,0
"g__UBA1394",0,-0.00786410911919095,0
"s__UBA1394 sp900066845",0,0.00416485066898231,0
"g__UBA946",0,0.00490255922528921,0
"s__UBA644 sp002299265",0,0.00176466973043089,0
"g__WRAI01",0,0.00486449272646883,0
"s__WRAI01 sp009780275",0,-0.0106790269305284,0
"o__Peptostreptococcales",0,0.00482718632943547,0
"f__Anaerovoracaceae",0,0.00325797285517191,0
"s__Alterileibacterium massiliense",0,0.00479459513136303,0
"s__BX12 sp902363595",0,-0.00389005973122648,0
"g__Copromorpha",0,0.00774269076956035,0
"s__Copromorpha sp900066305",0,0.000660257296242114,0
"s__Emergencia sp009935805",0,0.000625782708567332,0
"s__Emergencia timonensis",0,0.013574852878084,0
"g__Eubacterium_B",0,0.0533735158161439,0
"s__Eubacterium_B sulci",0,0.00475322741693601,0
"s__Eubacterium_M brachy",0,-0.0196468811872053,0
"g__Eubacterium_N",0,0.0113269355671207,0
"s__Hornefia nodata",0,-0.0402488415831344,0
"s__Mogibacterium diversum",0,-0.00358074254384888,0
"g__PHAE01",0,0.0171689813566002,0
"g__RUG11894",0,0.00473565980679547,0
"s__S5-A14a sp000758905",0,0.0046011093800291,0
"s__VUNA01 sp002299625",0,0.0165930378773391,0.0106726121884736
"f__Peptostreptococcaceae_256921",0,-0.00215726692583986,0
"s__CCUG-7971 spG000499525",0,0.000467337184828133,0
"s__Clostridioides_A difficile",0,0.00471394766789481,0
"g__GCA-900066495",0,0.00470275876518253,0
"s__GCA-900066495 sp900066495",0,0.00234785827140998,0
"s__Intestinibacter bartlettii",0,0.00391128068235874,0
"g__Paraclostridium",0,0.0123334886108875,0
"s__Paraclostridium sordellii",0,-0.0065995896329318,0
"s__Peptacetobacter hiranonis",0,0.00290572135031435,0
"s__Peptostreptococcus anaerobius",0,0.00469562155792273,0
"s__Peptostreptococcus stomatis",0,0.000453838265380709,0
"s__Romboutsia_B ilealis",0,-0.00231159919967302,0
"s__Romboutsia_D hominis",0,0.0147237405405619,0
"g__Terrisporobacter",0,0.00578111107527347,0
"s__Terrisporobacter glycolicus_239331",0,0.000300170061135058,0
"s__SFGY01 sp004556455",0,0.00469555296349818,0
"s__Fastidiosipila sanguinis",0,-0.0161291462328457,0
"f__CAG-508",0,-0.0042402712220187,0
"g__CAG-269",0,0.0046968196768599,0
"s__CAG-269 sp000431335",0,-0.000618206356238218,0
"g__CAG-273",0,-0.00470313771538582,0
"s__CAG-273 sp003507395",0,-0.00212542359823029,0
"g__CAG-793",0,0.0184955978536409,0
"s__CAG-793 sp000433915",0,0.0186930279029734,0
"s__Merdicola sp900552655",0,0.00131550784432473,0
"s__UMGS1994 sp900553945",0,0.00235035151580031,0
"g__Anaerococcus",0,-0.00539625234536501,0
"s__Anaerococcus murdochii",0,0.0239346583545628,0
"s__Anaerococcus octavius",0,0.00419578593446986,0
"s__Anaerococcus prevotii",0,0.00235915454956452,0
"s__Anaerococcus provencensis",0,0.00471950561005012,0
"s__Anaerococcus vaginalis",0,-0.0171779580252649,0
"s__Anaerococcus vaginimassiliensis",0,0.00472287752761197,0
"s__Ezakiella coagulans",0,-0.0130166928975382,0
"s__Ezakiella peruensis",0,0.00472543248450773,0
"s__Fenollaria massiliensis",0,-0.00734472024408832,0
"s__Finegoldia magna_H",0,-0.0106909523863933,0
"g__KA00134",0,0.00472889724438033,0
"s__Lagierella massiliensis",0,0.00236521951753976,0
"s__Murdochiella asaccharolytica",0,0.00287650820090703,0
"g__Murdochiella_225317",0,0.00473458768085815,0
"s__Parvimonas micra",0,0.0265764654903887,0
"s__Parvimonas parva",0,0.0209664671525502,0
"s__Peptoniphilus_A gorbachii",0,0.0157425792189416,0
"s__Peptoniphilus_A harei_A",0,-0.00317606448497732,0
"s__Peptoniphilus_A lacrimalis",0,0.000220709014583036,0
"g__Peptoniphilus_B_226777",0,0.00474032343549978,0
"s__Peptoniphilus_B_226777 duerdenii",0,0.0104777927800833,0
"g__Peptoniphilus_C",0,0.00858399543784858,0
"s__Peptoniphilus_C coxii",0,0.00473778625404996,0
"s__Peptoniphilus_C nemausensis",0,-0.0137215271286883,0
"s__Peptoniphilus_C sp902363535",0,0.00472551866788611,0
"s__Peptoniphilus_E obesi",0,0.00470908594456093,0
"s__Urinicoccus sp001299455",0,0.0046923777648875,0
"s__Urinicoccus timonensis",0,0.00233825177424346,0
"g__W5053",0,0.00466222568012847,0
"g__CAG-41",0,0.00960387745124073,0
"s__CAG-41 sp001941225",0,0.00293490903485087,0
"f__Dehalobacteriaceae",0,-0.0296126945468549,0
"g__BICA1-8",0,-0.0230612938133382,0
"s__Peptococcus niger",0,-0.00173437203280364,0
"g__Acidaminococcus",0,0.00464757179029405,0
"s__Acidaminococcus fermentans",0,-0.000644359620667152,0
"s__Acidaminococcus intestini",0,0.00304326113055091,0
"s__Phascolarctobacterium_A faecium",0,-0.000108581484007222,0
"s__Phascolarctobacterium_A sp900545025",0,-0.000903238802600237,0
"s__Phascolarctobacterium_A succinatutens",0,0.00123379116175604,0
"s__Massilibacillus massiliensis",0,-0.000969467207783958,0
"g__Anaerovibrio",0,-0.0208343337624261,0
"s__Centipeda noxia",0,0.00465422221905523,0
"s__Megamonas funiformis",0,0.0046605480951022,0
"s__Mitsuokella jalaludinii",0,-0.000318282916242664,0
"s__Mitsuokella multacida",0,0.00163475394567179,0
"s__Mitsuokella sp000469545",0,-0.0150369485553759,0
"s__Allisonella histaminiformans",0,0.00268181753949597,0
"s__Dialister hominis",0,0.00235728360932246,0
"s__Dialister invisus",0,-0.00122086231775909,0
"s__Dialister micraerophilus",0,0.00467145618991554,0
"s__Dialister propionicifaciens",0,-0.00426045586496558,0
"s__Dialister sp001553355",0,0.00468503543293284,0
"s__Dialister sp900543165",0,0.000406618965461353,0
"s__Dialister succinatiphilus",0,0.0103197508057176,0
"s__UBA5809 sp002417965",0,0.00470057460291388,0
"s__Anaeroglobus micronuciformis",0,0.0047120425508981,0
"s__Anaeroglobus vaginalis",0,-0.105763712520189,-0.107909414348032
"s__Caecibacter massiliensis",0,0.00471546180349913,0
"s__Caecibacter sp003467125",0,0.0247184868623619,0
"s__Megasphaera_A_38685 elsdenii",0,0.00238320338219586,0
"s__Megasphaera_A_38685 massiliensis",0,0.00159008560639842,0
"s__Megasphaera_A_38692 lornae",0,0.00473127353966042,0
"f__Negativicoccaceae",0,0.0772548670975594,0.116556812894516
"g__Negativicoccus",0,0.0101864218594862,0
"s__Negativicoccus succinicivorans",0,0.00473713677031257,0
"g__Veillonella_A",0,-0.00509205330192808,0
"s__Veillonella_A atypica",0,0.00842122796522127,0
"s__Veillonella_A parvula",0,0.00475137468880979,0
"s__Veillonella_A rodentium",0,0.00475480482595129,0
"s__Veillonella_A rogosae",0,0.00516081543050337,0
"s__Veillonella_A seminalis",0,0.00445258548061608,0
"s__Veillonella_A tobetsuensis",0,-0.0130767213505003,0
"s__CAG-307 sp001916215",0,0.00476187405836339,0
"s__Rummeliibacillus pycnus",0,0.00476227320643036,0
"s__Weizmannia coagulans",0,0.0250373973663772,0
"f__Anoxybacillaceae",0,0.0944658116670801,0
"s__Geobacillus thermocatenulatus",0,0.00475458113398812,0
"s__Bacillus_P_294101 subtilis_291504",0,0.0105344470745665,0
"g__Bacillus_A",0,-0.0326459948666038,0
"s__Sporolactobacillus laevolacticus",0,-0.00957325233269323,0
"f__Coprobacillaceae",0,-0.00123291878446605,0
"s__Beduini massiliensis",0,0.00474378350692617,0
"g__Catenibacterium",0,0.00473591583545478,0
"s__Catenibacterium mitsuokai",0,0.0126682055584025,0
"s__Catenibacterium sp000437715",0,-0.000389448445352524,0
"s__Coprobacillus cateniformis",0,-0.00812778911709505,0
"g__Erysipelatoclostridium",0,-0.000449464418187645,0
"s__Clostridium saccharogumia",0,-0.025629464446046,0
"s__Clostridium spiroforme",0,0.0018145163935727,0
"s__Erysipelatoclostridium spiroforme",0,0.00473717763182055,0
"g__Faecalibacillus",0,0.0147622411852751,0
"s__Faecalibacillus faecis",0,0.022842843127738,0.021948787742718
"s__Faecalibacillus intestinalis",0,-0.00175582349743867,0
"s__Fimiplasma intestinipullorum",0,-0.00260405261584591,0
"s__Longibaculum muris",0,0.000203516159659749,0
"s__Stoquefichus sp001244545",0,-0.0324907594162733,0
"g__Absicoccus",0,-0.00519556140069034,0
"s__Allobaculum stercoricanis",0,0.00474874286901056,0
"s__Amedibacillus dolichus",0,0.00155818221846415,0
"s__Amedibacterium intestinale",0,0.0197274062043593,0
"g__Bulleidia",0,0.00476242104007055,0
"s__Bulleidia extructa",0,-0.0537836712580509,0
"s__Bulleidia massiliensis",0,0.00547751850122989,0
"s__Bulleidia moorei",0,-0.00247990569909007,0
"s__C-19 sp009917405",0,0.00477220097206735,0
"s__Clostridium_AQ innocuum",0,-0.00542557422956999,0
"g__Dielma",0,-0.0159746808401498,0
"s__Dielma fastidiosa",0,0.00569087661781651,0
"s__DONG20-135 sp009831105",0,0.00479948293050476,0
"s__Dubosiella newyorkensis",0,-0.000191464846587218,0
"g__Faecalibaculum",0,-0.0134529065209535,0
"s__Faecalibaculum rodentium",0,0.00482963959084126,0
"s__Faecalicoccus pleomorphus",0,-0.000349584435244122,0
"s__Faecalitalea cylindroides",0,0.0069886489327044,0
"s__Holdemanella biformis",0,-0.000604712869496517,0
"g__Holdemania",0,0.00486586407757846,0
"s__Holdemania massiliensis",0,-0.00215768921539839,0
"s__Holdemania sp900120005",0,0.00791538124852325,0.0123031214412555
"s__Ileibacterium valens",0,0.00490169163510992,0
"s__Longicatena caecimuris",0,-0.00477008872315613,0
"g__Massilicoli",0,-0.0310785362898468,0
"s__Merdibacter massiliensis",0,-0.00099186562785775,0
"s__NSJ-61 sp003433845",0,0.00844862898680293,0
"g__Traorella",0,0.00496414271391268,0
"s__Traorella massiliensis",0,0.0446954180149047,0
"s__UBA636 sp900546285",0,0.00500402016405176,0
"s__Exiguobacterium_A indicum",0,0.00502619659252456,0
"g__Turicibacter",0,-0.00178612983431791,0
"s__Turicibacter bilis",0,0.00025164775399182,0
"s__Turicibacter sanguinis",0,-0.0189238636973001,0
"s__Abiotrophia defectiva",0,0.0050425161900182,0
"s__Facklamia_A_322620 ignava",0,0.0050588409175587,0
"s__Facklamia_A_322655 hominis",0,0.00507182673374148,0
"g__Granulicatella",0,0.00626951576638931,0
"s__Granulicatella adiacens",0,0.00507896153054733,0
"s__Granulicatella elegans",0,-0.0337736187768784,0
"s__Enterococcus_A dongliensis",0,-0.0214689455529485,0
"s__Enterococcus_B lactis",0,0.00508137801007875,0
"s__Enterococcus_D gallinarum",0,0.00509226061672588,0
"s__Enterococcus_E cecorum",0,0.0229185028616239,0
"s__Enterococcus_H_360604 faecalis",0,0.00315724528749059,0
"s__Companilactobacillus bobalius",0,0.00510385207019444,0
"s__Companilactobacillus suantsaicola",0,0.00511481357936151,0
"s__Dellaglioa algida",0,-0.0769181609749609,-0.199389853141426
"s__Fructilactobacillus sanfranciscensis",0,-0.0160609597078883,0
"s__Lacticaseibacillus paracasei",0,0.0094216313916145,0
"s__Lacticaseibacillus rhamnosus",0,0.00492160659385106,0
"s__Lactiplantibacillus plantarum_A_342131",0,-0.00923720647090068,0
"s__Lactobacillus crispatus",0,0.0134631936526643,0
"s__Lactobacillus delbrueckii",0,-0.00713202633424918,0
"s__Lactobacillus gasseri_329736",0,0.00364950900393196,0
"s__Lactobacillus helveticus",0,0.0262450411148525,0
"s__Lactobacillus iners",0,0.0148783200023137,0
"s__Lactobacillus intestinalis",0,-0.0178656610996427,0
"s__Lactobacillus jensenii_330150",0,0.00511781604323282,0
"s__Lactobacillus johnsonii",0,-0.00653193985856966,0
"s__Lactobacillus kefiranofaciens",0,0.00513018800981246,0
"s__Latilactobacillus curvatus",0,0.00514027349995726,0
"s__Latilactobacillus sakei",0,-0.00415536722732361,0
"g__Leuconostoc_B",0,0.0184775760520736,0
"s__Leuconostoc_B falkenbergense",0,-0.02347507456079,0
"s__Leuconostoc_B inhae",0,-0.0112794916500892,0
"s__Levilactobacillus brevis",0,0.00514729955725141,0
"g__Ligilactobacillus",0,0.012433451949178,0.00110154310171989
"s__Ligilactobacillus ruminis",0,-0.00725811630348032,0
"s__Ligilactobacillus salivarius",0,0.00842006989361849,0
"s__Limosilactobacillus fermentum",0,0.00375315816511193,0
"s__Limosilactobacillus mucosae",0,-0.00227015131464254,0
"s__Limosilactobacillus oris",0,0.00514736388410047,0
"s__Limosilactobacillus pontis",0,0.00514644094389674,0
"s__Limosilactobacillus reuteri",0,0.00343184970368702,0
"s__Pediococcus acidilactici",0,0.00662353445865276,0
"s__Pediococcus pentosaceus",0,0.0051337673131055,0
"g__Weissella_A_338544",0,-0.02294543330899,0
"s__Weissella_A_338544 ceti_A",0,0.00513232438888324,0
"s__Weissella_A_338544 coleopterorum",0,0.00513318087481868,0
"s__Weissella_A_338544 confusa",0,-0.0179094782725767,0
"s__Weissella_A_338546 beninensis",0,-0.0308364893392237,0
"s__Weissella_A_338546 cryptocerci",0,0.00513571089654057,0
"s__Lactococcus_A_343306 piscium",0,0.00514766312291146,0
"s__Lactococcus_A_343473 garvieae_343446",0,0.00140957739794407,0
"g__Lactococcus_A_346120",0,0.00172001444742802,0
"s__Lactococcus_A_346120 lactis_344179",0,-0.00737175990609413,0
"g__Streptococcus",0,0.00239100625456541,0
"s__Streptococcus agalactiae",0,0.00517561548185327,0
"s__Streptococcus anginosus",0,0.00594723883013036,0
"s__Streptococcus constellatus",0,0.00519219665217109,0
"s__Streptococcus cuniculi_A_354779",0,-0.0125085555019871,0
"s__Streptococcus dysgalactiae",0,0.00520833874838265,0
"s__Streptococcus gallolyticus",0,0.00522527471833087,0
"s__Streptococcus lactarius",0,-0.00833827444524927,0
"s__Streptococcus massiliensis",0,0.00524148260208009,0
"s__Streptococcus mutans",0,0.000490342625486788,0
"s__Streptococcus oralis_E_351036",0,-0.00674208169836425,0
"s__Streptococcus parasanguinis",0,0.004849008619466,0
"s__Streptococcus parauberis",0,0.00525494765796998,0
"s__Streptococcus ruminantium",0,-0.00499131503572673,0
"s__Streptococcus sanguinis_H",0,0.005270796951734,0
"s__Streptococcus sobrinus",0,0.00528468614780684,0
"s__CAG-313 sp000433035",0,0.000798292394712343,0
"s__CAG-313 sp003539625",0,-0.00468379100573815,0
"f__UBA660",0,0.00157705102612466,0
"g__CAG-302",0,0.00322132250527458,0
"s__CAG-302 sp000431795",0,0.000212374352364227,0
"g__CAG-417",0,0.0057748056121843,0
"s__CAG-628 sp003524085",0,0.00264668179424828,0
"s__CAG-710 sp000432595",0,0.0053062946134765,0
"s__Coprosoma sp000432855",0,-0.0117374170413183,0
"g__Onthocola_B",0,0.00531568073905141,0
"s__Onthocola_B sp000437355",0,0.00653287216301065,0
"g__RUG13038",0,0.00752548236393598,0
"s__Scybalousia sp900543675",0,-0.0105121478542877,0
"s__UBA2730 sp900320505",0,0.00532532354484854,0
"g__UBA3789",0,-0.00125776759623557,0
"s__UBA5026 sp900546745",0,-0.0108540019371048,0
"s__UBA6985 sp900314465",0,0.0148780993357436,0
"s__UMGS1449 sp902797995",0,0.00935957184519424,0
"s__UMGS872 sp900546275",0,0.0134139875574701,0
"g__CAG-345",0,0.00533787975972934,0
"g__Scatoplasma",0,0.00534782728354686,0
"g__Enteromonas",0,0.00535650522368603,0
"g__Gemella",0,0.0016366434063958,0
"s__Gemella asaccharolytica",0,0.0053559470070833,0
"s__Gemella bergeri",0,0.00536157296263468,0
"s__Gemella sanguinis",0,0.00536646961084414,0
"g__Staphylococcus",0,0.00537063040901373,0
"s__Staphylococcus aureus_317625",0,0.0334263949063673,0
"s__Staphylococcus epidermidis_318824",0,-0.0106271175888694,0
"s__Staphylococcus equorum",0,0.00537150318800841,0
"s__Staphylococcus hominis",0,0.005369961562193,0
"s__Staphylococcus simulans",0,0.00536761737121013,0
"g__DTU012",0,0.00462332389629385,0
"g__DTU014",0,-0.00566497102035367,0
"s__Cetobacterium_A somerae",0,-0.00720328728833072,0
"g__Fusobacterium_A",0,0.0162212803090108,0
"s__Fusobacterium_A mortiferum",0,0.00536257112853486,0
"s__Fusobacterium_A necrogenes",0,-0.000226393142335167,0
"g__Fusobacterium_B",0,0.0107128486414955,0
